 burst ID delayed:age delayed:massformed delayed:metallicity delayed:tau dust:Av nebular:logU redshift stellar_mass formed_mass sfr ssfr nsfr mass_weighted_age tform tquench mass_weighted_zmet chisq_phot continuum
9598 0.01 393006 1.00392 9.23394 0.22791 8.00909 0.3322 -2.66071 2.43076 9.0587 9.23394 3.14984 -8.57731 0.68266 0.34791 2.30403 99.0 0.22798 31.41994 2.3703e-19
9599 0.3 393584 0.01036 8.18388 1.44879 7.27185 0.00768 -1.32077 3.7988 8.16269 8.18388 1.53153 -7.97967 1.20853 0.00357 1.60804 99.0 1.44468 159.85176 4.3364e-19
9600 0.3 393815 0.01042 8.48446 0.59769 6.45491 0.51219 -2.67844 2.2998 8.46758 8.48446 3.05992 -7.98262 1.44942 0.00359 2.80264 99.0 0.59691 50.30632 1.0062e-18
9601 0.3 394100 0.01104 8.03752 0.21828 6.79182 0.21516 -1.40515 2.94175 8.02198 8.03752 1.09337 -7.98333 1.33549 0.0038 2.15517 99.0 0.21824 110.74079 3.3772000000000005e-19
9602 0.3 394456 0.01155 8.28912 1.82679 6.83728 0.42405 -1.16257 3.95473 8.26584 8.28912 1.95152 -7.97554 1.18784 0.00396 1.53267 99.0 1.82164 46.00019 1.4129000000000002e-19
9603 0.3 394784 0.0101 9.81193 1.97361 6.53762 1.36007 -1.02073 3.99783 9.79158 9.81193 65.04059 -7.97837 1.18223 0.00349 1.51347 99.0 1.96913 1095.38387 4.0365e-19
9604 0.3 394976 0.0102 11.13261 1.94901 5.16375 1.98178 -1.05303 3.99606 11.11189 11.13261 1361.00413 -7.97824 1.18246 0.00352 1.51427 99.0 1.94441 1723.42996 1.5758e-18
9605 0.24 3959049 0.02316 8.26462 0.57244 7.09147 0.29832 -3.294 3.17086 8.23256 8.26462 1.84445 -7.96773 1.28774 0.00778 1.94569 99.0 0.57175 25.14522 2.3468000000000003e-19
9606 0.17 3959677 0.04673 8.26402 0.06254 6.72767 0.01866 -1.51938 3.23263 8.20763 8.26402 1.84191 -7.94706 1.28771 0.01564 1.92446 99.0 0.06261 36.40947 3.5266000000000004e-19
9607 0.0 3959944 1.48636 10.53075 0.18491 7.03969 0.67473 -3.43294 3.54736 10.34091 10.53075 41.73029 -8.7356 0.32196 0.52229 1.24759 99.0 0.18517 44.16034 3.788e-19
9608 0.01 3960430 0.91845 8.99622 0.30236 7.62814 0.25264 -2.42872 2.18621 8.8334 8.99622 1.99716 -8.53832 0.77054 0.31434 2.63272 99.0 0.30248 26.41206 2.3824000000000003e-19
9609 0.04 3960851 0.19465 9.01759 0.3382 8.00984 0.53379 -2.16946 2.71424 8.91306 9.01759 5.83033 -8.01215 1.25536 0.06548 2.2549 99.0 0.3383 31.16305 2.6323e-19
9610 0.3 396156 0.01049 8.30477 0.20482 7.04955 0.33981 -1.27326 2.9654 8.29043 8.30477 2.0231 -7.98458 1.33165 0.00362 2.13622 99.0 0.2048 154.2797 4.3255000000000006e-19
9611 0.3 3961923 0.01037 7.99432 1.47418 7.11535 0.01587 -3.22942 3.39018 7.9748 7.99432 0.98985 -7.97934 1.26605 0.00358 1.8362 99.0 1.46981 93.01878 3.7339000000000004e-19
9612 0.0 3961931 2.53144 10.04166 1.71253 7.07239 0.69275 -2.19977 2.03772 9.83589 10.04166 7.65787 -8.96759 0.3245 0.90674 2.27742 99.0 1.70605 29.74796 2.9825000000000003e-19
9613 0.13 3962555 0.06802 8.21683 0.05417 7.32958 0.09166 -2.91285 3.03078 8.14879 8.21683 1.65228 -7.94357 1.31402 0.02271 2.0582 99.0 0.0542 43.12414 2.3477e-19
9614 0.3 3962649 0.01112 8.18477 0.45993 7.21085 0.66138 -3.43025 3.40605 8.16714 8.18477 1.5347 -7.98171 1.26372 0.00382 1.82655 99.0 0.45961 57.73798 9.8358e-20
9615 0.3 3962702 0.01033 9.20249 1.94514 6.76323 0.72929 -1.04747 3.97556 9.18136 9.20249 15.98597 -7.97801 1.18512 0.00356 1.52351 99.0 1.94054 179.00389 5.4633e-19
9616 0.08 3962705 0.10901 9.11592 1.76703 7.26318 0.60812 -1.41924 3.0798 9.03213 9.11592 11.41362 -7.92932 1.30546 0.03641 2.01131 99.0 1.76017 55.39051 2.7747000000000002e-19
9617 -0.03 3963031 1.13366 9.45066 0.00991 0.22224 0.11586 -1.69946 1.53521 9.22199 9.45066 0.50828 -9.49438 -0.10349 0.71747 3.39417 99.0 0.00995 78.52762 3.1316000000000003e-19
9618 0.3 3964557 0.01116 7.56204 0.24493 7.23091 0.35714 -1.77995 2.07646 7.54549 7.56204 0.36584 -7.98286 1.49404 0.00384 3.10644 99.0 0.24484 72.41881 2.2714e-19
9619 0.01 3965147 0.73942 9.48201 1.21546 7.07965 0.64947 -2.31418 3.58265 9.32782 9.48201 7.42009 -8.46232 0.6224 0.25467 1.48348 99.0 1.21206 7.39608 5.9121e-20
9620 0.3 3965258 0.01238 7.98151 0.43449 7.0789 0.16319 -3.73592 3.89808 7.96109 7.98151 0.96109 -7.97948 1.19524 0.00423 1.55871 99.0 0.43427 52.48986 1.416e-19
9621 0.13 3965386 0.06419 8.09255 0.06481 7.06257 0.04575 -2.56304 3.63379 8.02127 8.09255 1.24109 -7.94672 1.22235 0.02155 1.66442 99.0 0.06485 7.10622 1.1360000000000002e-19
9622 0.0 396551 1.54319 9.85235 0.21703 7.45865 0.38389 -3.30338 3.07249 9.6585 9.85235 8.2614 -8.75534 0.36783 0.54326 1.50578 99.0 0.21718 9.34652 2.6122e-19
9623 0.07 3966682 0.12232 9.15611 1.68622 8.04461 0.56939 -1.37328 3.94954 9.05803 9.15611 12.38325 -7.93646 1.17665 0.04086 1.49759 99.0 1.67943 60.02813 1.3752e-19
9624 0.3 3966888 0.01058 8.05924 0.21935 6.99759 0.338 -2.17952 2.59941 8.04367 8.05924 1.14944 -7.98431 1.39384 0.00364 2.4658 99.0 0.21931 38.63338 3.8764000000000003e-19
9625 0.28 3967012 0.01518 8.02728 0.4366 6.73164 0.50699 -2.2112 2.20413 8.00299 8.02728 1.0679 -7.97375 1.46818 0.00515 2.9244 99.0 0.43635 22.36261 3.7295000000000006e-19
9626 0.22 3968010 0.02892 8.76097 0.19927 6.6642 0.53905 -1.57306 2.71413 8.72086 8.76097 5.78394 -7.95684 1.37343 0.0097 2.34861 99.0 0.19927 14.8573 6.129e-19
9627 0.3 3968102 0.0118 8.13672 0.39508 6.57795 1.08069 -2.1977 2.07048 8.11537 8.13672 1.37395 -7.98071 1.49527 0.00404 3.11467 99.0 0.39507 26.1493 1.3057e-19
9628 0.0 3968640 2.42369 11.11742 1.36421 7.13149 0.74478 -1.87573 2.31547 10.91232 11.11742 92.10858 -8.94745 0.2905 0.87592 1.91336 99.0 1.3594 234.32819 2.1964e-18
9629 -0.0 3968675 2.51793 11.59811 0.08569 1.47279 1.84289 -1.56824 2.27786 11.36511 11.59811 173.71011 -9.11083 0.11571 1.04777 1.81395 99.0 0.08662 60.01512 2.948e-19
9630 0.07 3968687 0.1153 9.2534 0.19812 6.80019 0.67498 -2.17202 2.53805 9.16286 9.2534 15.5225 -7.93825 1.39019 0.03871 2.48478 99.0 0.19813 21.49115 6.136400000000001e-19
9631 0.3 3968906 0.01023 7.69676 0.35424 7.46681 0.25817 -1.37376 2.08256 7.68191 7.69676 0.4989 -7.98437 1.49278 0.00354 3.09757 99.0 0.35416 191.62408 4.2531000000000004e-19
9632 0.3 396892 0.01171 8.12842 0.22806 7.02231 0.76167 -1.38267 2.97309 8.1094 8.12842 1.34794 -7.9818 1.3304 0.00401 2.12882 99.0 0.228 30.48458 8.9469e-20
9633 0.21 3969045 0.03206 7.62674 0.10168 7.82449 0.04287 -2.94567 3.06076 7.5836 7.62674 0.42461 -7.96112 1.31345 0.01073 2.05241 99.0 0.10171 48.41095 1.2188000000000002e-19
9634 0.29 396958 0.01258 7.50755 1.43442 7.28519 0.04105 -1.36973 3.31168 7.4826 7.50755 0.3227 -7.97509 1.27769 0.00429 1.8847 99.0 1.42989 64.12169 1.0006e-19
9635 -0.03 3969886 1.75475 11.08809 0.02623 0.21019 1.11222 -2.55868 2.11086 10.82907 11.08809 1.44595 -10.67149 -1.44636 1.33992 1.71531 2.72939 0.02639 49.34796 2.2252e-20
9636 -0.01 3970526 2.66126 10.84515 0.73115 0.4916 0.57698 -2.15952 2.26039 10.593 10.84515 3.99949 -10.00406 -0.792 1.7401 1.11306 99.0 0.73347 102.31415 1.6197000000000002e-19
9637 0.09 3970814 0.09442 9.03293 0.20887 6.91839 0.55391 -1.93391 2.07441 8.94976 9.03293 10.48846 -7.92906 1.49147 0.03157 3.07498 99.0 0.20885 21.64465 1.0828e-18
9638 0.24 3970839 0.02408 8.28882 0.24181 6.13701 1.4609 -1.75815 1.7081 8.2574 8.28882 1.91605 -7.96388 1.57173 0.00809 3.71833 99.0 0.24173 62.03935 8.5511e-20
9639 0.0 3970867 1.57052 9.68849 0.35312 7.95531 0.3774 -2.07979 2.38506 9.5016 9.68849 5.69028 -8.76131 0.47837 0.55469 2.1272 99.0 0.35335 26.85845 3.7509000000000005e-19
9640 0.29 3971448 0.01352 7.88287 0.57528 7.24752 0.37615 -1.87998 2.92368 7.85887 7.88287 0.76581 -7.97649 1.33758 0.0046 2.16582 99.0 0.57436 33.13938 1.4062e-19
9641 0.3 3971474 0.01119 8.2422 0.2639 6.68301 1.02085 -1.36685 2.08033 8.2262 8.2422 1.75167 -7.98268 1.49323 0.00384 3.10027 99.0 0.26379 40.20955 1.8245000000000001e-19
9642 0.3 3971538 0.01099 7.93687 1.32936 6.66705 0.25294 -3.60339 3.17669 7.91576 7.93687 0.8672 -7.97869 1.29821 0.00378 1.97756 99.0 1.32597 80.93046 1.9694e-19
9643 0.11 3971801 0.08247 8.27648 0.03109 7.01684 0.02339 -2.29951 2.96384 8.20064 8.27648 1.89554 -7.94178 1.32476 0.02762 2.10943 99.0 0.0311 49.66179 3.2346000000000003e-19
9644 0.3 3972080 0.01092 7.78684 1.81779 6.91196 0.04372 -1.14848 3.79364 7.76528 7.78684 0.61389 -7.97717 1.20923 0.00375 1.61051 99.0 1.8129 141.51942 1.3889e-19
9645 0.3 3972225 0.01049 7.91114 0.25131 6.73019 0.20897 -1.59967 2.97705 7.89623 7.91114 0.81733 -7.98426 1.32976 0.00362 2.12681 99.0 0.25121 83.7625 2.4959e-19
9646 0.3 397288 0.0106 8.19834 1.80597 7.26579 0.02446 -1.25869 3.91163 8.17807 8.19834 1.5834 -7.97797 1.19349 0.00365 1.55323 99.0 1.80103 121.61307 3.5048e-19
9647 0.03 3972908 0.23999 8.94997 0.12281 8.00147 0.14321 -1.64425 2.69147 8.83624 8.94997 5.33 -8.06834 1.19433 0.08063 2.29631 99.0 0.12309 22.53961 5.6106e-19
9648 0.3 397290 0.01059 8.10047 1.91106 7.36409 0.02948 -1.04889 3.96949 8.07784 8.10047 1.26392 -7.97755 1.18591 0.00365 1.5261 99.0 1.90632 260.92457 2.7528000000000003e-19
9649 0.0 3972962 2.74386 9.48029 0.02737 7.13478 0.60468 -2.56908 1.55034 9.25197 9.48029 1.84373 -9.00291 0.37559 1.01154 3.03838 99.0 0.02753 26.86232 2.976e-19
9650 0.02 3972969 0.41095 9.14402 1.37478 7.45016 0.28154 -1.74817 3.79512 9.00582 9.14402 5.24381 -8.23831 0.82838 0.1378 1.47264 99.0 1.36954 14.0387 1.0886e-19
9651 0.0 3973033 2.57214 10.56214 0.02779 7.93803 1.86649 -2.45838 1.564 10.33885 10.56214 24.09555 -8.95683 0.41903 0.91832 3.11627 99.0 0.02794 19.82102 1.2968e-19
9652 0.27 397306 0.0181 7.82762 1.40286 7.17813 0.08508 -1.38285 3.96508 7.79287 7.82762 0.67433 -7.96491 1.18639 0.00611 1.52432 99.0 1.39803 66.80694 8.91e-20
9653 0.3 3973165 0.01074 8.052 0.23911 8.02674 1.00962 -1.46971 2.08203 8.03676 8.052 1.13045 -7.98388 1.49288 0.00369 3.09802 99.0 0.23904 50.08257 1.2135e-19
9654 0.3 3973275 0.01123 7.87066 0.29811 7.69587 0.26291 -1.8678 2.47937 7.85286 7.87066 0.74457 -7.98243 1.41557 0.00385 2.59196 99.0 0.29799 35.02331 3.717e-19
9655 0.3 3973329 0.01206 7.71848 0.59341 7.46149 0.21657 -3.57302 3.50438 7.69972 7.71848 0.52448 -7.97886 1.24936 0.00412 1.76636 99.0 0.59262 58.42221 9.7486e-20
9656 0.15 3973578 0.05724 9.77682 0.35295 7.07006 1.6672 -2.94626 2.31835 9.71126 9.77682 58.58845 -7.95754 1.42905 0.01912 2.73554 99.0 0.35291 23.20887 2.9536e-19
9657 -0.02 3973800 3.92974 10.87694 0.02644 0.39619 0.3369 -2.81691 1.52582 10.57021 10.87694 0.10401 -11.55177 -2.24129 3.13934 1.00217 2.57898 0.02655 748.11543 3.6111e-20
9658 0.29 3973893 0.01361 8.57844 0.45391 7.75311 0.67153 -1.86544 2.15362 8.5563 8.57844 3.79917 -7.97702 1.47829 0.00463 2.99472 99.0 0.45357 10.34005 8.820700000000001e-19
9659 0.0 3973940 2.40445 11.1669 0.13447 7.63704 1.95212 -3.13005 2.00419 10.95703 11.1669 108.49945 -8.93214 0.36373 0.86419 2.36533 99.0 0.13535 20.92357 2.0649000000000001e-19
9660 0.05 3974007 0.16986 8.73868 0.5366 7.54913 0.62653 -2.5563 1.93759 8.63792 8.73868 3.78766 -7.98002 1.4483 0.05738 3.27326 99.0 0.53611 14.38479 3.8590000000000005e-19
9661 0.01 3974213 0.91346 9.86618 0.03342 8.15019 0.86252 -1.88584 1.62828 9.69448 9.86618 13.92616 -8.52755 0.88414 0.31167 3.54439 99.0 0.03361 41.56073 1.0251e-18
9662 0.3 397437 0.01225 7.70931 0.29575 6.69642 0.09484 -1.52073 3.00219 7.68868 7.70931 0.51352 -7.98018 1.3257 0.00418 2.1061 99.0 0.29563 59.72602 1.9281000000000003e-19
9663 0.01 397450 1.20281 9.18984 0.02586 8.55345 0.39271 -2.33772 1.53762 8.99974 9.18984 2.28884 -8.63909 0.79012 0.41522 3.678 99.0 0.02597 17.96661 6.732000000000001e-19
9664 0.3 3974660 0.0105 8.0433 1.95159 6.62692 0.06883 -1.04062 3.98975 8.02169 8.0433 1.10802 -7.97758 1.18328 0.00362 1.51696 99.0 1.94695 348.92411 2.1828e-19
9665 0.3 3974661 0.01077 7.93688 0.23236 6.70605 0.60551 -1.91786 2.06895 7.92208 7.93688 0.86722 -7.98384 1.49559 0.00371 3.11753 99.0 0.2323 81.71244 2.8735e-19
9666 0.3 3974748 0.01114 8.3055 0.23611 7.23017 0.53684 -2.15681 2.56742 8.28984 8.3055 2.02651 -7.98306 1.39956 0.00383 2.49755 99.0 0.23603 25.55795 4.1910000000000005e-19
9667 0.14 397475 0.06252 10.07415 0.39086 7.29519 1.26014 -3.51154 3.15817 10.00742 10.07415 118.95877 -7.94097 1.29888 0.02089 1.96682 99.0 0.39085 50.64829 6.958300000000001e-19
9668 0.3 3974798 0.01014 9.36507 1.97335 6.65746 0.84767 -1.02083 3.99719 9.34442 9.36507 23.2443 -7.97829 1.18231 0.0035 1.51377 99.0 1.96884 540.92439 5.700700000000001e-19
9669 0.3 3975507 0.01043 7.68699 0.52651 7.42909 0.03992 -1.25842 2.30609 7.67177 7.68699 0.4878 -7.98299 1.44821 0.00359 2.79514 99.0 0.52593 152.87209 4.506100000000001e-19
9670 0.3 3975544 0.0108 7.6831 0.36929 7.4716 0.31187 -1.61562 2.02774 7.66695 7.6831 0.48345 -7.98293 1.50416 0.00371 3.1797 99.0 0.36922 52.9767 4.3254000000000003e-19
9671 0.29 3975790 0.01393 9.45332 0.79014 5.6533 1.46406 -2.35964 1.96561 9.42908 9.45332 28.48173 -7.97476 1.5173 0.00474 3.27544 99.0 0.78923 25.34743 1.0817e-18
9672 -0.0 3975805 1.4518 9.38821 0.02119 0.85772 0.33295 -2.05398 1.52286 9.17251 9.38821 1.613 -8.96985 0.43706 0.66145 3.47714 99.0 0.02121 253.87689 5.660900000000001e-19
9673 0.01 3975806 1.07574 9.67093 0.88348 7.5414 0.40367 -1.94152 1.79617 9.49852 9.67093 7.6522 -8.61251 0.76112 0.37472 3.16117 99.0 0.88409 8.13308 1.0523e-18
9674 0.2 3975895 0.03521 8.90513 0.57148 7.06562 0.51144 -2.525 2.079 8.85487 8.90513 8.06086 -7.94957 1.49253 0.01184 3.09037 99.0 0.57051 13.03121 2.0834e-18
9675 0.3 3975939 0.0111 8.52503 0.82436 6.87086 1.31703 -2.62891 2.09371 8.50491 8.52503 3.35956 -7.98031 1.49048 0.00381 3.08082 99.0 0.82363 48.18821 1.7791000000000001e-19
9676 0.03 3976069 0.25639 8.70273 1.24153 7.75084 0.14272 -2.06896 3.94374 8.58201 8.70273 2.83116 -8.08344 0.98734 0.08577 1.45816 99.0 1.23787 13.99432 7.7306e-20
9677 0.23 3976204 0.02537 7.37504 0.06167 7.11445 0.04985 -3.13493 1.99128 7.33592 7.37504 0.23784 -7.96524 1.50896 0.00851 3.22404 99.0 0.06172 32.19922 2.9287e-19
9678 0.2 3976225 0.0336 7.85241 0.40273 6.94296 0.05048 -2.10331 3.19388 7.81031 7.85241 0.71394 -7.96223 1.29477 0.01136 1.95476 99.0 0.40271 37.39278 1.6635e-19
9679 -0.22 3976607 0.51378 9.58499 0.02623 0.04552 0.13401 -3.89811 1.62764 9.3784 9.58499 0.03489 -10.83384 -1.4477 0.4218 3.48914 3.8013 0.02638 441.62581 7.4276e-20
9680 0.28 3976628 0.01594 8.24472 0.37344 7.56332 0.98327 -2.06891 1.86831 8.21796 8.24472 1.76185 -7.97347 1.5384 0.00539 3.44007 99.0 0.37338 25.43477 2.8287e-19
9681 0.02 3976676 0.35619 9.46697 0.40761 7.5318 1.094 -3.00461 1.56069 9.33599 9.46697 14.15826 -8.19259 1.28168 0.11994 3.9296 99.0 0.40761 20.22254 5.694100000000001e-19
9682 0.01 3976742 0.83804 10.34235 1.44485 7.82058 0.99698 -1.557 3.92884 10.18178 10.34235 50.5453 -8.50552 0.51955 0.28646 1.26617 99.0 1.43906 31.0216 1.1286000000000002e-19
9683 0.01 3977088 0.62722 10.28582 0.11233 8.21151 1.5407 -1.8067 1.78803 10.13022 10.28582 52.3009 -8.39136 1.00664 0.21455 3.34099 99.0 0.11272 23.48037 4.1341000000000003e-19
9684 0.28 3977153 0.01542 8.81029 0.32345 6.53992 0.64773 -1.49971 2.68235 8.78706 8.81029 6.47952 -7.9743 1.37923 0.00522 2.38095 99.0 0.32334 21.7475 7.2294e-19
9685 0.11 3978034 0.07807 8.73557 0.25351 7.07711 0.19209 -2.81013 2.99639 8.66616 8.73557 5.45535 -7.94416 1.3222 0.02608 2.08452 99.0 0.25343 12.0296 5.3892e-19
9686 0.3 3978297 0.01159 7.78407 1.83106 6.99041 0.07882 -1.1774 3.85633 7.75904 7.78407 0.60999 -7.97556 1.20082 0.00397 1.57868 99.0 1.8261 105.90915 1.1118e-19
9687 0.3 3978719 0.01079 8.2865 0.68188 7.18732 0.44028 -3.68641 3.1796 8.26697 8.2865 1.93978 -7.9816 1.29776 0.00371 1.97541 99.0 0.68099 61.93103 2.4497e-19
9688 0.1 3978742 0.08685 8.19932 0.09429 7.03425 0.08954 -3.12708 3.63688 8.12475 8.19932 1.56536 -7.9475 1.21782 0.02902 1.65442 99.0 0.09434 5.54546 9.8537e-20
9689 0.3 3978766 0.01123 7.48903 1.14572 6.61091 0.02052 -1.25353 3.02833 7.46671 7.48903 0.30923 -7.97807 1.32128 0.00385 2.08422 99.0 1.14399 59.39001 1.4881e-19
9690 0.3 3979177 0.01075 7.89879 0.25501 7.38016 0.67935 -1.51728 2.08382 7.88371 7.89879 0.79441 -7.98376 1.49252 0.0037 3.09564 99.0 0.25491 38.96268 2.1449000000000001e-19
9691 0.3 397940 0.01205 7.70682 0.23194 7.57725 0.0334 -1.70892 2.96525 7.69003 7.70682 0.51059 -7.98115 1.33165 0.00412 2.13535 99.0 0.23188 59.65005 2.4091000000000003e-19
9692 0.01 3979637 0.738 10.42281 0.48741 7.68251 1.00941 -3.29035 2.85266 10.26491 10.42281 62.60681 -8.45834 0.733 0.25141 1.97555 99.0 0.48804 21.8056 4.440200000000001e-19
9693 0.0 3979685 2.81901 10.77066 0.07767 4.08964 2.32145 -1.87764 1.70319 10.53496 10.77066 26.31642 -9.08488 0.26624 1.15253 2.61762 99.0 0.07852 36.72219 3.494e-20
9694 0.29 3979949 0.0131 7.97843 0.1966 6.94018 0.03608 -1.94021 2.98321 7.95965 7.97843 0.95429 -7.97924 1.32876 0.00446 2.12067 99.0 0.19661 44.72437 4.226e-19
9695 0.01 3979964 1.17033 9.92354 0.46071 8.28038 0.06095 -3.401 2.63514 9.74818 9.92354 12.89023 -8.6395 0.57018 0.40645 2.01898 99.0 0.46123 95.56046 1.4242e-18
9696 0.3 3980015 0.01071 7.93756 0.65253 6.77098 0.62643 -2.26653 2.0495 7.91998 7.93756 0.86857 -7.98197 1.49962 0.00369 3.14686 99.0 0.65161 35.48471 3.2768000000000004e-19
9697 0.02 3980137 0.43158 10.05504 0.96168 7.68611 0.8256 -2.91369 3.12942 9.91715 10.05504 44.03306 -8.25932 0.91224 0.14656 1.86962 99.0 0.96181 12.54594 3.7363e-19
9698 0.03 3980995 0.25093 9.93819 0.33847 7.59332 1.05426 -2.44419 2.54892 9.8178 9.93819 48.88182 -8.08661 1.20563 0.0855 2.42692 99.0 0.33843 27.15748 5.475300000000001e-19
9699 0.3 3981010 0.01068 7.35192 0.49941 7.33347 0.47898 -3.04309 1.77246 7.3351 7.35192 0.22551 -7.98254 1.55982 0.00367 3.6148 99.0 0.4989 81.28625 1.8906000000000002e-19
9700 0.05 3981030 0.17376 9.53327 0.62235 6.65017 0.47524 -3.51811 3.1928 9.42645 9.53327 24.00623 -7.98305 1.2054 0.05849 1.89449 99.0 0.62204 22.08771 6.110400000000001e-19
9701 0.3 3981342 0.01023 8.14728 1.9565 7.13073 0.00824 -1.02178 3.98325 8.12686 8.14728 1.40776 -7.97815 1.18412 0.00353 1.5201 99.0 1.95194 400.74643 3.3197e-19
9702 0.0 3981654 1.83704 10.48365 0.62984 7.66815 1.58004 -3.41576 1.87444 10.28879 10.48365 29.88853 -8.83314 0.51999 0.64886 2.83599 99.0 0.63116 14.74736 1.9067e-19
9703 0.26 3981719 0.01892 8.42868 0.4461 7.01441 1.01535 -1.68721 1.98963 8.39976 8.42868 2.6911 -7.96964 1.51136 0.00638 3.2322 99.0 0.44579 27.7962 2.7752000000000003e-19
9704 0.3 3981781 0.01013 8.69397 1.96826 7.07571 0.19949 -1.01853 3.99825 8.67336 8.69397 4.95703 -7.97832 1.18218 0.0035 1.51327 99.0 1.96376 1369.73225 6.936900000000001e-19
9705 -0.14 398191 1.42505 10.25418 0.04293 0.06714 0.13001 -2.87997 1.50202 9.99715 10.25418 1e-05 -15.11684 -5.75122 1.2908 2.90599 3.32876 0.04358 786.33545 1.8945e-21
9706 -0.05 3982532 4.04843 10.91228 0.02869 0.15844 0.00886 -3.43075 1.50274 10.59249 10.91228 0.0 -17.34999 -8.04785 3.70891 0.48426 1.14203 0.02886 721.6264 8.2008e-21
9707 0.0 3982588 1.59319 9.57912 0.12381 7.58734 0.42297 -2.35956 2.85361 9.38789 9.57912 4.41588 -8.76187 0.38688 0.55971 1.6653 99.0 0.12471 22.05464 1.628e-19
9708 0.13 3982608 0.06522 9.00906 1.29124 7.49263 0.93617 -2.91826 3.57665 8.93858 9.00906 10.17219 -7.94911 1.22736 0.02183 1.69745 99.0 1.28696 17.37058 8.8731e-20
9709 0.3 3983035 0.01073 7.89472 0.87984 7.71797 0.04408 -2.87027 3.10523 7.87647 7.89472 0.78699 -7.98076 1.30933 0.00369 2.02896 99.0 0.87927 86.34795 3.5190000000000003e-19
9710 0.01 3983135 0.68673 9.5722 1.38145 7.89685 0.0563 -1.90471 3.09869 9.4181 9.5722 9.76889 -8.43511 0.72461 0.23823 1.79961 99.0 1.37617 47.99722 5.982800000000001e-19
9711 0.16 3983354 0.05056 8.09236 0.23829 7.5106 0.05551 -2.99315 2.80424 8.02855 8.09236 1.24054 -7.95659 1.35306 0.0169 2.24767 99.0 0.23822 8.71486 3.0875000000000004e-19
9712 0.02 3983472 0.33574 10.41047 1.69119 7.69354 2.04403 -2.71229 2.45515 10.27525 10.41047 122.64203 -8.16762 1.11482 0.11289 2.46958 99.0 1.68448 24.9634 8.3624e-20
9713 0.0 398355 2.48912 9.39265 0.62881 7.67776 0.48665 -1.78035 1.74589 9.18556 9.39265 1.80533 -8.95178 0.39994 0.89251 2.77117 99.0 0.63004 11.67466 2.2056000000000003e-19
9714 0.01 3983928 0.73836 8.89479 1.75387 8.29509 0.2403 -1.49305 1.58981 8.73602 8.89479 1.96457 -8.45488 0.97994 0.25295 3.70242 99.0 1.747 31.86286 5.233500000000001e-19
9715 0.02 3983929 0.41463 10.8021 0.08668 7.77408 1.16084 -2.6711 2.54669 10.66817 10.8021 272.6826 -8.24447 1.02245 0.14108 2.3869 99.0 0.08685 16.42037 2.1522e-18
9716 0.3 3984000 0.01149 8.53516 0.21683 7.22442 0.51007 -1.64798 2.86628 8.51866 8.53516 3.43885 -7.98244 1.34793 0.00394 2.21742 99.0 0.21679 15.48418 5.1618e-19
9717 0.28 398429 0.01494 8.13416 0.89093 5.84683 0.7289 -3.07447 1.76666 8.10824 8.13416 1.36588 -7.97254 1.56114 0.00507 3.62468 99.0 0.89034 20.32361 5.5144e-19
9718 0.29 3984358 0.01329 8.17218 0.28306 7.0877 0.77479 -1.33954 2.08863 8.14906 8.17218 1.49084 -7.97829 1.49153 0.00452 3.08664 99.0 0.28294 30.61161 2.7733e-19
9719 0.0 3984483 2.14242 9.42127 0.02961 7.03541 0.74799 -2.16796 1.53233 9.20847 9.42127 2.0614 -8.89433 0.50156 0.75795 3.31254 99.0 0.0298 23.73905 2.3602e-19
9720 0.3 3984841 0.01035 8.07057 0.34354 7.51384 0.82286 -1.67687 2.07632 8.05618 8.07057 1.17984 -7.98413 1.49406 0.00357 3.1069 99.0 0.34344 115.73655 2.2058e-19
9721 0.29 3984913 0.0145 7.3855 0.91544 7.15042 0.03773 -1.51993 3.16555 7.36165 7.3855 0.24364 -7.97279 1.29942 0.00492 1.98397 99.0 0.91499 44.77659 7.9825e-20
9722 0.29 3985059 0.01268 7.79679 0.41165 6.95787 0.24628 -2.20465 3.03981 7.77167 7.79679 0.62811 -7.97804 1.31968 0.00433 2.07722 99.0 0.41157 46.50977 1.2884e-19
9723 0.3 3985067 0.0103 8.17221 0.19242 6.50638 0.01107 -1.03855 2.9283 8.15783 8.17221 1.49093 -7.98493 1.33769 0.00355 2.16626 99.0 0.19244 215.75342 8.141500000000001e-19
9724 0.3 3985077 0.01034 7.78981 0.32681 7.24578 0.74419 -1.99041 2.06564 7.77562 7.78981 0.6181 -7.98422 1.49627 0.00357 3.1227 99.0 0.3267 152.74225 1.4779000000000001e-19
9725 0.3 3985203 0.01158 9.54335 1.83256 8.88824 1.4627 -1.09883 3.94693 9.51849 9.54335 35.043 -7.97574 1.18886 0.00397 1.53577 99.0 1.82769 71.73547 1.598e-19
9726 -0.3 3985340 1.10388 10.24149 0.02999 0.03848 0.22663 -3.40478 1.51703 9.99559 10.24149 0.0 -17.67625 -8.30413 1.02674 3.13419 3.39691 0.03025 645.20776 1.399e-21
9727 0.3 398552 0.01067 7.6967 0.3335 6.61391 0.71099 -1.70212 2.07763 7.68228 7.6967 0.49883 -7.98347 1.49379 0.00368 3.10456 99.0 0.3334 42.82584 1.2614000000000002e-19
